#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
459,409,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,30.0638,30.2822,1.5845,0.2882,0,-26.5516,7.2588,0.0102,0.1173,81.909,-84,180,8000,7,-2.4006,-1.4741,0.0954,0.074,55.298,26,180,8000,4,-1.2573,25.6264,0.0918,0.0563,33.05,-70,180,8000,15,5.6808,-19.8144,0.1285,0.0303,15.907,40,180,8000,11,17.498,31.3078,0.2224,0.0322,8.102,-86,120,7888.06,9,2.95,14.6979,-0.0792,0.0946,130.616,-90,180,7995.45,2,14.3175,-6.9822,-0.0989,0.103,137.947,7,180,7679.66,17,22.6583,28.3117,0.0376,-0.0241,-163.611,9,120,6702.57,8,28.9937,-21.3941,0.0751,0.2145,74.861,40,180,7520.03,13,31.2996,26.7843,0.3076,0.0448,5.405,90,180,6817.73,10,29.7578,-0.1012,0.0639,0.0819,52.002,12,120,7944.93,0,50.4096,4.295,0.0044,-0.1215,89.644,41.681,120,7329.14,4,31.5445,25.6208,0.1977,0.0762,20.401,-90,60,7379.7,7,30.383,0.4652,0.2193,0.0978,26.054,72.733,60,7947.52,16,25.9198,14.7934,0.013,0.1015,38.485,-89.999,60,7311.34,10,28.8619,-19.5938,0.0061,0.0042,-174.819,83.528,60,8000,2,18.2536,26.5338,0.2748,-0.1467,-30.322,46.766,60,7890.56,15,10.5279,11.5888,0.0042,-0.0012,-18.769,-64.966,60,7033.75,11,17.1672,-6.5546,0.0038,0.0095,80.986,63.507,60,7959.8,13,25.0802,27.1185,0.0319,0.0199,98.166,53.141,60,5468.04,9,7.1162,0.489,-0.1028,-0.0217,-96.526,67.775,60,7592.34,8,10.9982,-15.6156,0.2843,0.0559,9.233,-89.114,60,7742.76
460,410,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,31.6341,30.5843,1.4761,0.2839,0,-26.5448,7.3765,0.0027,0.0471,42.952,-43,180,8000,7,-2.3127,-1.3955,0.0379,0.0339,70.91,9,180,8000,4,-0.9356,25.8134,0.0972,0.0565,33.05,-70,180,8000,15,6.0006,-19.7262,0.1257,0.0346,15.907,36,180,8000,11,17.719,31.3409,0.081,0.0121,104.553,-85,120,7929.19,9,2.8734,14.8019,-0.0348,0.0472,35.564,-49,180,8000,2,14.2146,-6.8775,-0.0436,0.0444,38.778,-27,180,7724.94,17,22.4323,28.1853,-0.0799,-0.0447,-163.611,15,120,6692.95,8,29.1218,-20.8151,0.0478,0.216,74.861,39,180,7501.85,13,31.6058,26.8273,0.1138,0.016,21.735,-90,120,6858.12,10,30.1879,0.3645,0.1789,0.1937,52.002,85,120,7889.91,0,50.4301,3.7563,0.0082,-0.2155,89.644,41.047,120,7284.14,4,32.3983,25.863,0.2579,0.0732,20.401,85.696,60,7321.26,7,31.1333,0.7443,0.3232,0.1202,26.054,90,60,7895.03,16,26.2761,15.1852,0.1623,0.1785,38.485,28.026,60,7261,10,28.8682,-19.59,0.0026,0.0016,58.406,38.797,60,8000,2,19.0062,26.1233,0.319,-0.174,-30.322,-87.377,60,7835.84,15,11.063,11.4349,0.2103,-0.0605,-18.769,27.654,60,6980.39,11,17.2501,-5.9924,0.0304,0.2059,80.986,-6.148,60,7900.93,13,25.1125,27.1382,0.012,0.0073,98.166,-89.859,60,5508.44,9,7.0103,0.4699,-0.048,-0.0087,7.867,-89.225,60,7641.7,8,11.8031,-15.4683,0.3002,0.0549,9.233,81.741,60,7683.01
461,411,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,33.0997,30.9031,1.3777,0.2997,0,-26.3434,7.6065,0.0806,0.092,42.952,-43,180,8000,7,-2.2742,-1.361,0.0166,0.0148,41.643,-45,180,8000,4,-0.6028,26.026,0.1005,0.0642,33.05,-70,180,8000,15,6.3521,-19.6465,0.1381,0.0314,15.907,37,180,8000,11,17.7999,31.3519,0.0296,0.004,179.403,54,120,7970.32,9,2.8376,14.8527,-0.0162,0.0231,3.513,-90,180,8000,2,14.173,-6.8337,-0.0176,0.0186,132.099,69,180,7770.22,17,22.0681,28.0746,-0.1287,-0.0391,-163.611,89,120,6683.33,8,29.2027,-20.3751,0.0302,0.1642,74.861,39,180,7503.68,13,32.2569,27.0561,0.242,0.0851,21.735,-90,120,6798.52,10,30.7224,0.9969,0.2224,0.2631,52.002,83,120,7834.88,0,50.4106,4.1218,-0.0078,0.1462,89.644,35.047,120,7229.14,4,33.2444,26.2028,0.2555,0.1026,20.401,-55.554,60,7262.82,7,31.8334,1.2508,0.3015,0.2181,26.054,-14.694,60,7842.55,16,26.4196,15.3657,0.0653,0.0822,-30.213,-89.974,60,7310.67,10,29.1817,-19.084,0.1304,0.2105,58.406,90,60,7942.89,2,19.7997,25.7586,0.3364,-0.1546,-30.322,-28.79,60,7781.12,15,11.7194,11.2294,0.258,-0.0808,-18.769,62.022,60,6927.04,11,17.3656,-5.2657,0.0423,0.2662,80.986,-54.724,60,7842.06,13,25.1254,27.1451,0.0048,0.0026,98.166,83.306,60,5548.83,9,7.4812,0.5304,0.2136,0.0274,7.867,54.181,60,7591.06,8,12.6869,-15.3054,0.3297,0.0608,9.233,50.681,60,7623.26
462,412,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,34.4386,31.2025,1.2586,0.2815,0,-26.0757,7.8673,0.1071,0.1043,42.952,-45,180,8000,7,-2.2585,-1.3449,0.0068,0.007,66.768,-67,180,8000,4,-0.2608,26.2551,0.1033,0.0692,33.05,-74,180,8000,15,6.6698,-19.5616,0.1249,0.0333,15.907,40,180,8000,11,17.2388,31.334,-0.2055,-0.0066,179.403,45,120,7911.45,9,3.0858,14.8726,0.1126,0.009,3.513,-41,180,7995.45,2,14.0002,-6.6315,-0.0732,0.0857,132.099,-24,180,7768.52,17,21.6691,27.9435,-0.141,-0.0463,-163.611,-90,120,6673.71,8,29.3559,-19.6527,0.0571,0.2694,74.861,60,180,7450.5,13,33.0607,27.3547,0.2987,0.111,21.735,-90,120,6738.91,10,30.9339,1.2368,0.088,0.0998,112.337,65,120,7877.77,0,50.4066,4.8683,-0.0016,0.2986,89.644,35.24,120,7174.14,4,34.1009,26.4887,0.2587,0.0863,20.401,-90,60,7204.39,7,32.4975,1.8432,0.2861,0.2552,26.054,-90,60,7790.07,16,26.9081,15.211,0.2226,-0.0705,-30.213,-58.43,60,7260.33,10,29.585,-18.3603,0.1678,0.3011,58.406,0,60,7885.78,2,20.5034,25.2997,0.2983,-0.1945,-30.322,51.043,60,7726.4,15,12.487,11.04,0.3017,-0.0745,-18.769,-89.978,60,6873.68,11,17.4181,-4.998,0.0192,0.0981,136.556,16.9,60,7883.19,13,25.1307,27.1478,0.0019,0.001,-28.705,-70.519,60,5589.23,9,8.2157,0.6452,0.3333,0.0521,7.867,-7.309,60,7540.42,8,13.6321,-15.192,0.3526,0.0423,9.233,-25.751,60,7563.51
463,413,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,35.6838,31.4732,1.1705,0.2544,0,-25.7845,8.1436,0.1165,0.1105,42.952,-45,180,8000,7,-2.2516,-1.3378,0.003,0.0031,41.613,-45,180,8000,4,0.0664,26.4541,0.0988,0.0601,33.05,-74,180,8000,15,6.9986,-19.4416,0.1292,0.0472,15.907,36,180,8000,11,17.0191,31.3193,-0.0805,-0.0054,-90.035,50,120,7952.57,9,3.5075,14.8844,0.1914,0.0054,3.513,-38,180,7990.89,2,13.755,-6.3765,-0.104,0.1081,132.099,-26,180,7766.83,17,21.5377,27.8936,-0.0464,-0.0177,-50.329,14,120,6716.02,8,29.5249,-18.8419,0.0631,0.3025,74.861,59,180,7397.32,13,33.8872,27.7206,0.3072,0.136,21.735,-12,120,6679.31,10,31.0227,1.3461,0.0369,0.0455,37.763,14,120,7920.66,0,50.3439,5.7131,-0.0251,0.3379,89.644,28.927,60,7119.14,4,34.925,26.7654,0.2489,0.0836,20.401,63.222,60,7145.95,7,32.7845,2.1044,0.1236,0.1125,82.644,33.712,60,7837.59,16,27.5188,14.9144,0.2782,-0.1351,-30.213,4.564,60,7209.99,10,29.9971,-17.5826,0.1714,0.3235,58.406,56.25,60,7828.67,2,21.2599,24.8684,0.3207,-0.1828,-30.322,-89.957,60,7671.68,15,13.2453,10.7816,0.298,-0.1016,-18.769,-55.623,60,6820.32,11,17.4313,-4.8954,0.0049,0.0376,136.556,60.398,60,7924.32,13,25.6394,26.8549,0.1891,-0.1089,-28.705,52.478,60,5529.62,9,9.0171,0.7673,0.3636,0.0554,7.867,-46.031,60,7489.78,8,14.5628,-15.1339,0.3472,0.0216,9.233,86.378,60,7503.76
464,414,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,36.8616,31.7373,1.1071,0.2482,0,-25.4909,8.4486,0.1174,0.122,42.952,-45,180,8000,7,-2.063,-1.1813,0.0812,0.0674,41.613,39,180,8000,4,0.1665,26.5201,0.0302,0.0199,-58.733,-35,180,8000,15,7.3352,-19.3412,0.1323,0.0395,15.907,39,180,8000,11,16.9351,31.3114,-0.0308,-0.0029,-3.346,-31,120,7993.7,9,3.6978,14.9033,0.0863,0.0086,-75.172,-90,180,8000,2,13.4911,-6.0795,-0.1119,0.1259,132.099,74,180,7765.13,17,21.4908,27.8755,-0.0166,-0.0064,-154.37,50,120,6758.34,8,29.6999,-17.9811,0.0653,0.3211,74.861,59,180,7344.15,13,34.7209,28.1436,0.3098,0.1572,21.735,-90,120,6619.7,10,31.3251,1.6338,0.1258,0.1197,37.763,-90,120,7900.64,0,50.3175,6.0507,-0.0105,0.135,19.793,90,60,7164.14,4,35.7825,27.0253,0.259,0.0785,20.401,-89.778,60,7087.51,7,32.9079,2.2152,0.0532,0.0477,147.115,-60.772,60,7885.1,16,28.1945,14.5823,0.3078,-0.1513,-30.213,-89.436,60,7159.66,10,30.523,-16.7524,0.2188,0.3454,58.406,90,60,7771.56,2,22.0323,24.427,0.3274,-0.1872,-30.322,-30.772,60,7616.97,15,14.0134,10.4685,0.3019,-0.1231,-18.769,61.001,60,6766.96,11,17.4361,-4.858,0.0018,0.0137,136.556,-68.098,60,7965.45,13,26.3758,26.4713,0.2737,-0.1426,-28.705,-89.522,60,5470.02,9,9.0232,0.7733,0.0028,0.0027,7.867,43.329,60,7439.14,8,15.5031,-15.0432,0.3507,0.0338,9.233,56.628,60,7444.01
465,415,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,37.9475,31.969,1.0208,0.2178,0,-25.165,8.7496,0.1304,0.1204,42.952,-45,180,8000,7,-1.8134,-0.9855,0.1075,0.0843,41.613,-19,180,8000,4,0.3178,26.3202,0.0457,-0.0604,-58.733,-16,180,8000,15,7.6446,-19.2476,0.1216,0.0368,15.907,39,180,8000,11,16.9043,31.3084,-0.0113,-0.0011,-147.774,44,120,8000,9,3.7915,14.9125,0.0425,0.0042,-158.149,-90,180,8000,2,13.1945,-5.7511,-0.1257,0.1392,132.099,-90,180,7763.43,17,21.4743,27.8688,-0.0058,-0.0024,3.062,1,120,6800.65,8,29.8298,-17.3448,0.0484,0.2373,74.861,40,180,7325.97,13,35.5841,28.5203,0.3208,0.14,21.735,-90,120,6560.1,10,31.7273,1.99,0.1673,0.1482,37.763,79,120,7880.62,0,50.3069,6.1861,-0.0042,0.0542,19.793,90,120,7209.14,4,36.7017,27.2687,0.2776,0.0735,20.401,-89.778,60,7029.07,7,32.9655,2.2613,0.0248,0.0199,28.869,-32.062,60,7932.62,16,28.9484,14.2365,0.3435,-0.1575,-30.213,-41.648,60,7109.32,10,30.8449,-15.9366,0.1339,0.3394,58.406,27.42,60,7714.45,2,22.811,24.006,0.3301,-0.1784,-30.322,55.081,60,7562.25,15,14.8281,10.2013,0.3202,-0.105,-18.769,-89.999,60,6713.6,11,17.4368,-4.8445,0.0003,0.005,136.556,11.678,60,8000,13,27.0899,25.9986,0.2654,-0.1756,-28.705,-58.2,60,5410.41,9,8.6792,0.7009,-0.1561,-0.0329,7.867,90,60,7388.5,8,16.4757,-14.8999,0.3628,0.0535,9.233,79.378,60,7384.26
466,416,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,38.9448,32.2008,0.9375,0.2179,0,-24.8709,9.0339,0.1177,0.1137,42.952,-45,180,8000,7,-1.5483,-0.75,0.1142,0.1014,41.613,-20,180,8000,4,0.4801,26.0272,0.049,-0.0885,-58.733,-15,180,8000,15,7.7735,-19.2117,0.0507,0.0141,32.219,21,180,8000,11,16.8926,31.3072,-0.0043,-0.0004,-165.327,50,120,8000,9,3.8356,14.916,0.02,0.0016,-158.16,-90,180,8000,2,12.9234,-5.4109,-0.1149,0.1442,132.099,-90,180,7761.74,17,21.4687,27.8663,-0.002,-0.0009,3.062,1,120,6842.96,8,29.954,-16.7872,0.0463,0.208,74.861,60,180,7307.8,13,36.4599,28.984,0.3255,0.1724,21.735,81,120,6500.49,10,32.1834,2.3451,0.1897,0.1477,37.763,-90,120,7860.59,0,50.2995,6.2445,-0.003,0.0234,19.793,90,120,7254.14,4,37.5372,27.5589,0.2523,0.0877,20.401,53.183,60,6970.64,7,33.4819,2.5576,0.2224,0.1276,28.869,89.938,60,7880.14,16,29.6976,13.8137,0.3413,-0.1926,-30.213,9.349,60,7058.99,10,31.279,-15.0767,0.1806,0.3577,58.406,0.42,60,7657.34,2,23.642,23.6086,0.3523,-0.1685,-30.322,-89.919,60,7507.53,15,15.1639,10.0729,0.132,-0.0505,-5.53,-23.499,60,6760.24,11,17.4372,-4.8399,0.0001,0.0017,136.556,58.629,60,8000,13,27.3554,25.8229,0.0986,-0.0653,42.744,89.8,60,5450.81,9,8.2026,0.7732,-0.2163,0.0328,7.867,-5.706,60,7337.87,8,17.4233,-14.7515,0.3535,0.0553,9.233,57.315,60,7324.51
467,417,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,39.8506,32.3932,0.8515,0.1809,0,-24.5377,9.3065,0.1333,0.1091,42.952,-45,180,8000,7,-1.4268,-0.655,0.0523,0.0409,58.884,34,180,8000,4,0.5307,25.9395,0.0153,-0.0265,48.386,-85,180,8000,15,8.0033,-19.0831,0.0903,0.0505,32.219,23,180,8000,11,16.8885,31.3065,-0.0015,-0.0003,178.323,90,120,8000,9,3.8538,14.9173,0.0083,0.0006,162.257,90,180,8000,2,12.8068,-5.2668,-0.0494,0.0611,40.47,-90,180,7807.02,17,21.4667,27.8653,-0.0007,-0.0003,-163.487,5,120,6885.28,8,30.0884,-16.2783,0.0501,0.1898,74.861,61,180,7289.62,13,37.2968,29.3487,0.3111,0.1355,21.735,78,120,6440.89,10,32.674,2.7019,0.2041,0.1484,37.763,30,120,7840.57,0,50.2971,6.2669,-0.0009,0.009,19.793,90,60,7299.14,4,38.3725,27.754,0.2523,0.0589,20.401,90,60,6912.2,7,33.7144,2.6643,0.1001,0.046,42.084,43.93,60,7927.65,16,30.474,13.3943,0.3537,-0.1911,-30.213,-89.651,60,7008.65,10,31.7846,-14.2462,0.2103,0.3455,58.406,65.688,60,7600.23,2,24.4641,23.11,0.3485,-0.2114,-30.322,-31.297,60,7452.81,15,15.8044,9.9578,0.2517,-0.0452,-5.53,48.233,60,6706.88,11,17.2974,-4.4001,-0.0512,0.1611,136.556,-73.423,60,7941.13,13,27.4594,25.7525,0.0387,-0.0262,160.481,-89.2,60,5491.2,9,7.9773,0.8162,-0.1022,0.0195,-63.285,-90,60,7387.23,8,18.4078,-14.5241,0.3672,0.0848,9.233,57.238,60,7264.76
468,418,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,40.675,32.5647,0.7749,0.1612,0,-24.4062,9.4133,0.0526,0.0427,146.301,-90,120,8000,7,-1.2644,-0.4089,0.0699,0.106,58.884,23,180,8000,4,0.7132,26.1125,0.0551,0.0522,48.386,-83,180,8000,15,8.0918,-19.0412,0.0348,0.0165,120.211,-69,180,8000,11,16.3399,31.2872,-0.201,-0.0071,178.323,90,120,7941.13,9,3.384,15.1131,-0.2132,0.0888,162.257,-88,180,7949.36,2,12.7579,-5.2075,-0.0207,0.0252,143.354,-57,180,7852.3,17,21.2444,27.8156,-0.0786,-0.0176,-163.487,65,120,6885.66,8,30.2691,-15.7277,0.0674,0.2054,74.861,40,180,7271.45,13,38.1713,29.7877,0.325,0.1632,21.735,-90,120,6381.28,10,32.8748,2.869,0.0835,0.0695,53.501,90,120,7883.46,0,50.2961,6.2759,-0.0004,0.0036,19.793,90,60,7344.14,4,39.1751,27.97,0.2424,0.0652,20.401,-82.335,60,6853.76,7,34.2363,3.0961,0.2248,0.186,42.084,-30.185,60,7875.17,16,31.2488,13.0511,0.353,-0.1564,-30.213,-90,60,6958.31,10,32.1627,-13.4754,0.1573,0.3207,58.406,37.522,60,7543.12,2,25.2715,22.7148,0.3423,-0.1676,-30.322,61.855,60,7398.09,15,16.5601,9.9265,0.297,-0.0123,-5.53,-77.649,60,6653.52,11,17.1036,-3.8477,-0.071,0.2024,136.556,11.693,60,7882.26,13,27.4978,25.7252,0.0143,-0.0102,-38.466,78.19,60,5531.6,9,7.8756,0.8304,-0.0461,0.0064,-177.115,-90,60,7436.59,8,19.318,-14.3817,0.3395,0.0531,9.233,57.12,60,7205.01
469,419,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,41.4561,32.7255,0.7343,0.1511,0,-24.3496,9.4556,0.0226,0.0169,-147.767,90,120,8000,7,-1.0928,-0.0867,0.0739,0.1388,58.884,-36,180,8000,4,0.9683,26.3554,0.077,0.0734,48.386,-86,180,8000,15,7.8283,-18.6054,-0.1036,0.1713,120.211,-70,180,7946.64,11,15.5973,31.3188,-0.272,0.0116,178.323,65,120,7882.26,9,2.8238,15.3315,-0.2542,0.0991,162.257,-88,180,7919.81,2,12.5572,-5.0244,-0.0851,0.0776,143.354,-57,180,7850.6,17,20.9394,27.7278,-0.1078,-0.031,-163.487,-50,120,6886.04,8,30.4003,-15.23,0.0489,0.1856,74.861,57,180,7253.27,13,39.0218,30.2124,0.3161,0.1579,21.735,-26,120,6321.68,10,33.2916,3.3991,0.1734,0.2205,53.501,63,120,7828.44,0,50.2954,6.2794,-0.0003,0.0014,-8.775,90,60,7389.14,4,40.0321,28.3331,0.2588,0.1097,20.401,50.937,60,6795.32,7,34.4643,3.2774,0.0982,0.0781,112.308,50.85,60,7922.69,16,32.0383,12.6267,0.3597,-0.1933,-30.213,89.999,60,6907.98,10,32.3418,-13.169,0.0745,0.1274,121.363,-39.507,60,7586.01,2,25.6325,22.5394,0.153,-0.0743,26.511,90,60,7443.37,15,17.4225,9.813,0.339,-0.0446,-5.53,-16.649,60,6600.16,11,17.0157,-3.6498,-0.0322,0.0725,136.556,53.177,60,7923.39,13,27.9943,25.3299,0.1845,-0.1469,-38.466,-89.81,60,5471.99,9,7.3834,0.9027,-0.2233,0.0328,-177.115,-11.25,60,7385.95,8,20.2604,-14.2489,0.3515,0.0495,9.233,78.87,60,7145.26
470,420,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,42.186,32.8527,0.6861,0.1196,0,-24.5365,9.3499,-0.0748,-0.0423,-147.767,90,180,8000,7,-0.8848,0.2449,0.0896,0.1429,58.884,34,180,8000,4,1.2246,26.5914,0.0774,0.0713,48.386,-85,180,8000,15,7.4181,-17.9711,-0.1612,0.2493,120.211,-66,180,7893.28,11,15.3264,31.324,-0.0992,0.0019,89.33,-86,120,7923.39,9,2.5656,15.4182,-0.1171,0.0393,179.404,80,180,7969.17,2,12.468,-4.9518,-0.0378,0.0308,39.081,-85,180,7895.88,17,20.6086,27.6369,-0.1169,-0.0321,-163.487,-21,120,6886.42,8,30.5745,-14.4888,0.065,0.2765,74.861,62,180,7200.1,13,39.8801,30.6235,0.319,0.1528,21.735,-90,60,6262.07,10,33.6086,3.8284,0.1319,0.1786,53.501,90,120,7828.41,0,50.891,6.2007,0.2383,-0.0315,-8.775,90,60,7334.14,4,40.9082,28.6344,0.2646,0.091,20.401,-66.563,60,6736.89,7,34.7696,3.5951,0.1315,0.1368,112.308,-35.851,60,7870.21,16,32.7855,12.2073,0.3404,-0.1911,-30.213,-55.531,60,6857.64,10,32.5579,-12.6702,0.0899,0.2075,121.363,-42.388,60,7528.9,2,25.782,22.4717,0.0634,-0.0287,122.188,90,60,7488.65,15,18.2805,9.7245,0.3372,-0.0348,-5.53,48,60,6546.8,11,16.9824,-3.5761,-0.0122,0.027,136.556,-84.904,60,7964.51,13,28.1813,25.1852,0.0695,-0.0538,-129.208,47.152,60,5512.38,9,7.1595,0.9362,-0.1016,0.0152,115.903,-62.707,60,7435.31,8,21.1401,-14.0681,0.3281,0.0675,9.233,57.758,60,7085.51
471,421,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,42.8795,32.9441,0.6519,0.0859,0,-24.826,9.1863,-0.1158,-0.0655,-147.767,90,180,8000,7,-0.7068,0.5616,0.0767,0.1364,58.884,26,180,8000,4,1.4785,26.837,0.0767,0.0742,48.386,-86,180,8000,15,6.992,-17.2617,-0.1675,0.2788,120.211,-67,180,7839.92,11,15.2343,31.3258,-0.0337,0.0007,-3.154,-80,120,7964.51,9,2.0704,15.4673,-0.2247,0.0223,179.404,-90,180,7939.62,2,12.6157,-4.7672,0.0626,0.0783,39.081,-65,180,7894.19,17,20.2715,27.5399,-0.1191,-0.0343,-163.487,89,120,6886.8,8,30.6397,-14.2138,0.0243,0.1026,60.587,55,180,7240.35,13,40.7748,30.9758,0.3325,0.1309,21.735,43,60,6202.47,10,33.8882,4.1944,0.1163,0.1522,53.501,8,120,7828.39,0,51.1387,6.1629,0.0991,-0.0151,21.796,88.357,60,7379.14,4,41.8144,28.8242,0.2737,0.0573,20.401,-90,60,6678.45,7,34.9001,3.7315,0.0562,0.0587,59.724,-45.191,60,7917.72,16,33.5203,11.8131,0.3348,-0.1796,-30.213,12.56,60,6807.3,10,32.6857,-12.023,0.0532,0.2693,121.363,-43.37,60,7471.79,2,25.564,22.9052,-0.0924,0.1838,122.188,-89,60,7433.93,15,19.1579,9.6444,0.3448,-0.0315,-5.53,-90,60,6493.44,11,16.9679,-3.5505,-0.0053,0.0094,136.556,18.449,60,8000,13,28.2578,25.1312,0.0284,-0.0201,-129.208,-73.8,60,5552.78,9,6.8598,1.4571,-0.136,0.2364,115.903,-90,60,7384.67,8,21.4626,-14,0.1203,0.0254,-64.675,-90,60,7125.76
472,422,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,43.5374,33.0041,0.6184,0.0564,0,-25.145,8.9997,-0.1276,-0.0746,-147.767,90,180,8000,7,-0.4907,0.8953,0.0931,0.1437,58.884,26,180,8000,4,1.5591,26.9169,0.0243,0.0241,30.989,-70,180,8000,15,6.8222,-16.9893,-0.0668,0.1071,52.243,0,180,7886.56,11,15.4688,31.3008,0.0859,-0.0091,-3.154,-45,120,7955.64,9,1.4902,15.5113,-0.2632,0.02,179.404,-90,180,7911.65,2,12.8723,-4.5149,0.1088,0.1069,39.081,-65,180,7892.49,17,19.9351,27.442,-0.1189,-0.0346,-163.487,90,120,6887.18,8,30.8395,-13.8154,0.0746,0.1486,60.587,35,180,7222.17,13,41.6183,31.3517,0.3135,0.1397,21.735,-90,60,6142.86,10,34.1453,4.5386,0.1069,0.1432,53.501,86,120,7828.37,0,51.2387,6.1515,0.04,-0.0046,21.796,85.357,60,7424.14,4,42.7685,29.1651,0.2882,0.103,20.401,53.909,60,6620.01,7,35.1866,4.2583,0.1234,0.2269,59.724,89.809,60,7865.24,16,34.2199,11.4558,0.3187,-0.1628,-30.213,-89.44,60,6756.97,10,32.7433,-11.7659,0.024,0.1069,152.539,-74.783,60,7514.68,2,25.2556,23.5232,-0.1308,0.262,122.188,20.051,60,7379.21,15,19.493,9.6269,0.1317,-0.0069,64.296,-90,60,6540.08,11,16.9626,-3.5411,-0.0019,0.0034,136.556,57.372,60,8000,13,28.2845,25.1124,0.0099,-0.007,173.515,59.813,60,5593.17,9,6.7131,1.7008,-0.0665,0.1106,115.903,71.295,60,7434.03,8,21.5773,-13.9728,0.0428,0.0102,6.376,52.271,60,7166.01
