#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
445,395,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,18.6838,25.2725,0.3535,0.348,0,-23.7237,8.7955,-0.1093,-0.1015,-139.049,90,180,7991,7,-3.9548,-3.0467,-0.0003,-0.0012,48.705,-39,120,8000,4,-3.3597,23.7685,0.0585,-0.0537,-51.961,33,120,8000,15,3.4974,-18.3367,0.0229,-0.135,-79.977,-90,180,7979.84,11,12.0091,30.0996,0.1266,0.0628,24.026,-50,60,7982.26,9,1.7852,13.6258,0.0617,0.1459,39.65,-0,60,7811.1,2,13.7093,-10.8267,-0.0732,0.0635,135.124,-19,120,7616.54,17,18.0902,24.569,0.1838,0.2083,42.481,-28,60,6772.11,8,26.9169,-24.5092,0.0238,-0.0237,164.943,-57,180,7430.5,13,28.3014,26.5738,0.0578,-0.2722,-75.745,5,60,6733.22,10,28.1135,-1.4786,0.2195,-0.2839,-50.491,-90,120,7846.74,0,50.5896,4.0928,-0.0178,0.2276,89.644,56.921,120,7166.52,4,28.9317,26.2142,0.0107,-0.0154,-56.042,-90,60,7397.82,7,28.8289,0.8014,0,-0,177.794,-23.644,60,8000,16,23.1755,13.1045,0.0359,-0.0019,-92.602,-28.65,60,7216.05,10,28.1041,-20.0733,-0.0528,-0.0504,-177.904,-79.39,60,7985.78,2,14.7951,27.8997,0.1243,0.0791,-138.339,89.774,60,7945.28,15,5.5238,12.4215,0,-0.0002,35.898,7.688,60,6980.78,11,16.7305,-7.5899,-0.0189,-0.0986,156.926,81.311,60,7584,13,20.614,23.3775,0.1982,0.2907,55.172,78.657,60,5502.52,9,1.1612,-0.6207,-0.0185,-0.0123,145.776,-90,60,8000,8,8.5264,-15.5739,-0.0038,0.0024,152.422,-75.937,60,8000
446,396,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,19.0704,25.599,0.3634,0.3069,0,-24.1139,8.4733,-0.1561,-0.1289,-139.049,90,180,7982,7,-3.9551,-3.0479,-0.0001,-0.0005,172.278,80,120,8000,4,-3.2985,23.7127,0.0185,-0.0169,41.41,-90,120,8000,15,3.5541,-18.749,0.0223,-0.162,-79.977,87,180,7976.48,11,12.3575,30.2588,0.1276,0.0583,24.026,-90,60,7973.39,9,2.2441,14.099,0.2083,0.2148,39.65,80,60,7760.46,2,13.6453,-10.7635,-0.0272,0.0268,83.542,-86,120,7661.82,17,18.2737,24.7812,0.0648,0.075,42.481,-90,60,6814.42,8,26.9403,-24.533,0.0087,-0.0089,164.934,-57,180,7470.75,13,28.3478,26.3018,0.0173,-0.1011,-164.098,-13,60,6773.61,10,28.3248,-1.7419,0.0879,-0.1095,-112.289,-90,120,7889.63,0,50.5627,4.7114,-0.0108,0.2474,89.644,57.466,120,7144.14,4,29.2635,25.6276,0.1002,-0.1772,-56.042,-58.373,60,7339.38,7,28.8289,0.8014,0,-0,-59.184,89.356,60,8000,16,23.2118,13.1017,0.0166,-0.0013,42.396,19.926,60,7265.71,10,28.0472,-20.1289,-0.0236,-0.0231,-177.904,-80.572,60,8000,2,14.9123,27.9791,0.0497,0.0337,-38.854,11.273,60,7990.56,15,5.5238,12.4213,0,-0.0001,-9.183,52.256,60,7027.43,11,16.7058,-7.6889,-0.0091,-0.0363,156.926,-37.756,60,7625.13,13,20.8035,23.6661,0.0704,0.1073,45.497,87.395,60,5542.91,9,1.1443,-0.6345,-0.0077,-0.0063,145.776,61.532,60,8000,8,8.5227,-15.5715,-0.0014,0.0009,152.422,48.885,60,8000
447,397,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,19.429,25.9098,0.3371,0.2921,0,-24.5176,8.1246,-0.1615,-0.1395,-139.049,90,180,7973,7,-3.9552,-3.0484,-0.0001,-0.0002,172.278,-82,120,8000,4,-3.0696,23.8473,0.0691,0.0407,41.41,-90,120,8000,15,3.6356,-19.1824,0.032,-0.1703,-79.977,87,180,7973.13,11,12.7747,30.4254,0.1528,0.061,24.026,-55,60,7964.51,9,2.6806,14.501,0.198,0.1824,39.65,1,60,7751.48,2,13.6794,-10.3626,0.0145,0.17,83.542,-25,120,7625.13,17,18.7376,25.2171,0.164,0.1541,42.481,90,60,6756.74,8,26.9494,-24.5425,0.0034,-0.0035,23.116,75,180,7511,13,28.3682,26.1952,0.0076,-0.0396,-62.069,-56,60,6814.01,10,28.4187,-1.8469,0.0391,-0.0437,179.155,-67,120,7932.52,0,50.5236,4.5508,-0.0156,-0.0642,89.644,55.757,120,7089.14,4,29.7065,24.9398,0.1338,-0.2077,-56.042,-90,60,7280.95,7,29.1234,0.2865,0.1269,-0.2217,-59.184,-33.522,60,7947.52,16,23.2283,13.1004,0.0075,-0.0006,75.388,51.576,60,7315.37,10,28.0236,-20.1524,-0.0098,-0.0098,-177.904,77.928,60,8000,2,15.3237,27.6875,0.1744,-0.1236,-38.854,15.344,60,7935.84,15,6.0578,12.3116,0.2098,-0.0431,-9.183,54.435,60,6974.07,11,16.695,-7.7251,-0.0039,-0.0133,156.926,-79.506,60,7666.26,13,20.8638,23.7781,0.0224,0.0416,41.77,82.487,60,5583.31,9,1.1366,-0.6408,-0.0035,-0.0029,10.134,55.643,60,8000,8,8.5214,-15.5705,-0.0005,0.0004,152.422,-75.857,60,8000
448,398,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,19.764,26.2076,0.3149,0.28,0,-24.6956,7.9742,-0.0712,-0.0602,141.602,-90,180,8000,7,-3.9553,-3.0487,-0,-0.0001,177.573,89,120,8000,4,-2.7917,24.0504,0.0839,0.0613,41.41,-60,120,8000,15,3.6728,-19.3567,0.0146,-0.0685,178.37,-90,180,8000,11,13.1769,30.6006,0.1473,0.0642,24.026,-65,60,7955.64,9,2.9167,14.7251,0.1072,0.1017,39.65,-89,60,7791.03,2,13.7067,-10.2038,0.0116,0.0673,136.109,79,120,7670.41,17,19.3311,25.8086,0.2097,0.209,42.481,-40,60,6699.05,8,27.4628,-24.3522,0.1915,0.071,23.116,75,180,7457.83,13,28.6394,25.6703,0.1008,-0.1951,-62.069,-90,60,6760.73,10,28.4609,-1.8924,0.0175,-0.019,178.826,60,120,7975.41,0,50.487,4.0704,-0.0146,-0.1921,89.644,55.778,120,7034.14,4,29.8285,24.7306,0.0369,-0.0632,-160.612,-23.703,60,7322.51,7,29.2727,0.0758,0.0643,-0.0908,6.962,89.478,60,7995.03,16,23.2358,13.0997,0.0034,-0.0003,-65.247,-27.946,60,7365.04,10,28.0125,-20.162,-0.0046,-0.004,-177.904,-81.323,60,8000,2,15.9014,27.2562,0.2449,-0.1828,-38.854,23.552,60,7881.12,15,6.7735,12.2595,0.2813,-0.0205,-9.183,56.131,60,6920.71,11,16.6907,-7.7385,-0.0016,-0.0049,156.926,63.192,60,7707.39,13,20.8815,23.8198,0.0066,0.0155,33.981,81.828,60,5623.7,9,1.6349,-0.5524,0.2261,0.0401,10.134,-21.857,60,7949.36,8,8.5209,-15.5702,-0.0002,0.0001,2.36,-34.607,60,8000
449,399,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,20.3224,26.6992,0.525,0.4621,0,-24.7638,7.9131,-0.0273,-0.0244,56.623,-49,180,8000,7,-3.9553,-3.0488,-0,-0,177.573,-82,120,8000,4,-2.5013,24.3134,0.0877,0.0795,41.41,-61,120,8000,15,3.6862,-19.4221,0.0053,-0.0257,-37.85,90,180,8000,11,13.584,30.7535,0.1491,0.056,24.026,-65,60,7946.77,9,3.0204,14.8245,0.047,0.0451,34.89,-20,60,7840.39,2,13.4906,-9.9235,-0.0916,0.1188,136.109,-53,120,7648.71,17,19.5525,26.039,0.0783,0.0814,42.481,-90,120,6741.36,8,27.6478,-24.2888,0.069,0.0236,107.385,-19,180,7498.08,13,28.7423,25.4685,0.0382,-0.075,-34.627,-70,60,6801.12,10,28.4784,-1.9114,0.0073,-0.0079,24.495,42,120,8000,0,50.4653,3.8959,-0.0087,-0.0698,89.644,54.778,120,7079.14,4,29.9784,24.4053,0.0453,-0.0983,-160.612,-31.139,60,7264.07,7,29.3416,-0.017,0.0297,-0.0399,117.979,-6.954,60,8000,16,23.4132,12.6674,0.0808,-0.1969,-65.247,-90,60,7314.7,10,28.0078,-20.166,-0.0019,-0.0017,-177.904,-49.923,60,8000,2,16.5455,26.7394,0.273,-0.2191,-38.854,34.345,60,7826.4,15,7.578,12.1558,0.3162,-0.0408,-9.183,58.009,60,6867.35,11,16.6892,-7.7432,-0.0005,-0.0017,156.926,-89.808,60,7748.51,13,21.4202,24.1835,0.2002,0.1351,33.981,84.588,60,5564.09,9,2.3602,-0.4421,0.3291,0.05,10.134,32.893,60,7898.72,8,9.1266,-15.5309,0.2259,0.0146,2.36,21.893,60,7940.25
450,400,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,20.8468,27.1774,0.4929,0.4496,0,-24.7909,7.8888,-0.0108,-0.0098,-141.721,90,180,8000,7,-3.9553,-3.0488,-0,-0,176.954,89,120,8000,4,-2.409,24.4028,0.0279,0.027,56.29,-90,120,8000,15,3.6903,-19.4492,0.0016,-0.0107,4.595,63,180,8000,11,13.735,30.8011,0.0553,0.0174,8.102,-90,60,7987.9,9,3.0623,14.8678,0.019,0.0196,-83.25,-20,120,7889.75,2,13.3992,-9.8094,-0.0387,0.0484,57.422,-65,120,7693.99,17,20.0537,26.5426,0.1771,0.178,42.481,-51,120,6683.68,8,27.718,-24.2661,0.0262,0.0085,49.29,89,180,7538.33,13,28.7847,25.3973,0.0158,-0.0265,-163.224,-16,60,6841.52,10,28.4846,-1.9194,0.0026,-0.0033,61.115,85,120,8000,0,50.4565,3.8247,-0.0035,-0.0285,89.644,53.804,120,7124.14,4,30.0267,24.3013,0.0146,-0.0314,-160.612,-37.091,60,7305.64,7,29.3695,-0.0578,0.012,-0.0176,177.68,-69.634,60,8000,16,23.4998,12.4735,0.0394,-0.0884,18.098,-29.749,60,7364.36,10,28.0058,-20.1677,-0.0009,-0.0007,-177.904,73.196,60,8000,2,16.8391,26.5014,0.1245,-0.1009,-95.502,-89.655,60,7871.68,15,8.3782,11.9906,0.3145,-0.0649,-9.183,12.152,60,6813.99,11,16.6888,-7.745,-0.0002,-0.0006,156.926,-73.592,60,7789.64,13,22.0851,24.6419,0.2471,0.1704,33.981,82.858,60,5504.49,9,3.2227,-0.241,0.3913,0.0913,10.134,46.814,60,7848.08,8,9.9683,-15.4251,0.314,0.0395,2.36,73.07,60,7880.5
451,401,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,21.3637,27.628,0.4858,0.4235,0,-25.0824,7.6912,-0.1166,-0.079,-141.721,90,180,7991,7,-3.9553,-3.0488,-0,-0,176.954,-90,120,8000,4,-2.238,24.6331,0.0516,0.0696,56.29,-87,120,8000,15,3.6918,-19.4606,0.0006,-0.0045,-31.108,80,180,8000,11,14.0646,30.869,0.1208,0.0249,8.102,-37,60,7979.03,9,3.0936,14.6675,0.0142,-0.0909,-83.25,-20,120,7894.16,2,13.5712,-9.4409,0.0729,0.1562,57.422,22,120,7657.3,17,20.6145,27.1019,0.1982,0.1977,42.481,-90,120,6625.99,8,27.997,-24.0186,0.1041,0.0923,49.29,48,180,7520.15,13,28.8,25.3723,0.0057,-0.0093,-161.751,49,60,6881.91,10,28.7663,-1.4246,0.1172,0.2059,61.115,74,120,7944.98,0,50.453,3.7973,-0.0014,-0.011,89.644,51.804,120,7169.14,4,30.0413,24.2699,0.0044,-0.0095,-163.639,-37.835,60,7347.2,7,29.3797,-0.0761,0.0044,-0.0079,177.68,67.366,60,8000,16,23.542,12.3824,0.0192,-0.0415,94.504,75.364,60,7414.03,10,28.0049,-20.1685,-0.0003,-0.0003,-177.904,0.196,60,8000,2,16.9638,26.4024,0.0529,-0.042,170.109,-25.652,60,7916.97,15,9.1538,11.85,0.3048,-0.0553,-9.183,-20.719,60,6760.63,11,16.6886,-7.7456,-0.0001,-0.0002,156.926,61.537,60,7830.77,13,22.8376,25.1812,0.2797,0.2004,33.981,87.02,60,5444.88,9,4.1272,-0.0726,0.4104,0.0764,10.134,47.79,60,7797.45,8,10.8831,-15.3458,0.3412,0.0296,2.36,74.177,60,7820.75
452,402,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,21.7277,27.974,0.3422,0.3253,0,-25.3856,7.4566,-0.1213,-0.0938,-141.721,90,180,7994,7,-3.9553,-3.0488,-0,-0,58.102,-45,180,8000,4,-2.0509,24.9104,0.0565,0.0838,56.29,-80,120,8000,15,3.6924,-19.4653,0.0003,-0.0018,-16.558,67,180,8000,11,14.4543,30.9342,0.1427,0.0239,8.102,-90,60,7970.16,9,3.1098,14.5704,0.0074,-0.044,-123.174,-20,120,7943.52,2,13.8788,-8.9579,0.1304,0.2047,57.422,-69,120,7620.6,17,20.8123,27.2988,0.0699,0.0696,42.481,-90,120,6668.31,8,28.0942,-23.9348,0.0362,0.0312,65.64,31,180,7560.4,13,28.8068,25.3629,0.0025,-0.0035,-162.277,-26,60,6922.31,10,28.8851,-1.2296,0.0494,0.0811,45.247,-90,120,7987.87,0,50.4518,3.7865,-0.0005,-0.0043,89.644,51.194,120,7214.14,4,30.0458,24.2604,0.0014,-0.0029,-160.556,-44.58,60,7388.76,7,29.6636,0.0902,0.1223,0.0716,177.68,-27.198,60,7947.52,16,23.5639,12.3394,0.01,-0.0196,40.667,79.879,60,7463.69,10,28.0046,-20.1688,-0.0001,-0.0001,-177.904,-82.832,60,8000,2,17.0145,26.3575,0.0215,-0.019,-69.388,35.014,60,7962.25,15,9.4853,11.8003,0.1303,-0.0195,64.465,90,60,6807.27,11,16.6885,-7.7458,-0,-0.0001,156.926,0.09,60,7871.9,13,23.4106,25.7936,0.2129,0.2276,33.981,90,60,5385.28,9,5.0527,0.1231,0.4199,0.0888,10.134,48.84,60,7746.81,8,11.2168,-15.3194,0.1245,0.0098,-67.401,-75.489,60,7861
453,403,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,22.0541,28.2962,0.3068,0.3029,0,-25.7892,7.1577,-0.1614,-0.1196,-141.721,90,180,7985,7,-3.837,-2.8662,0.051,0.0787,58.102,-48,180,8000,4,-1.8606,25.1786,0.0575,0.081,56.29,-82,120,8000,15,3.8976,-19.5286,0.0806,-0.0249,-16.558,68,180,8000,11,14.8671,31.0011,0.1512,0.0245,8.102,-39,60,7961.29,9,3.117,14.5253,0.0032,-0.0205,-97.575,-20,120,7992.88,2,14.1982,-8.3544,0.1354,0.2558,57.422,21,120,7583.9,17,21.3319,27.7271,0.1836,0.1514,42.481,90,60,6610.62,8,28.2265,-23.6965,0.0494,0.0889,65.64,70,180,7562.23,13,28.8091,25.3596,0.0009,-0.0012,47.704,-85,60,6962.7,10,28.9348,-1.1535,0.0207,0.0316,168.901,-61,120,8000,0,50.4512,3.7824,-0.0003,-0.0017,89.644,50.194,120,7259.14,4,30.0471,24.2574,0.0004,-0.0009,-161.643,-45.435,60,7430.32,7,29.7786,0.1631,0.0495,0.0314,177.68,-61.741,60,7995.03,16,23.8854,12.5669,0.1465,0.1037,40.667,-89.121,60,7413.36,10,28.0045,-20.1689,-0.0001,-0,-177.904,86.106,60,8000,2,17.0358,26.3389,0.009,-0.0079,-26.656,45.953,60,8000,15,9.6141,11.7804,0.0506,-0.0078,125.831,-72.84,60,6853.91,11,16.7794,-7.518,0.0333,0.0835,156.926,-74.926,60,7813.03,13,23.6068,26.0425,0.0729,0.0925,37.872,86.604,60,5425.67,9,6.0225,0.3321,0.4401,0.0949,10.134,90,60,7696.17,8,11.341,-15.3094,0.0463,0.0038,-162.737,-77.672,60,7901.25
454,404,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,22.3654,28.5992,0.2927,0.2847,0,-26.1218,6.914,-0.133,-0.0975,-141.721,90,180,7988,7,-3.6899,-2.5845,0.0634,0.1213,58.102,-48,180,8000,4,-1.8023,25.2591,0.0176,0.0243,-68.639,-80,120,8000,15,4.2106,-19.6115,0.123,-0.0326,-16.558,70,180,7996.64,11,15.2878,31.0437,0.1541,0.0156,8.102,-55,60,7952.42,9,3.1212,14.5053,0.0019,-0.0091,-97.575,-20,120,8000,2,14.5124,-7.7739,0.1332,0.2461,57.422,-69,120,7547.21,17,21.5157,27.8863,0.0649,0.0563,42.481,-70,60,6652.93,8,28.3679,-23.3988,0.0527,0.111,65.64,71,180,7564.05,13,29.172,25.7258,0.1349,0.1361,47.704,90,60,6909.43,10,28.956,-1.1182,0.0088,0.0147,179.559,60,120,8000,0,50.4508,3.7806,-0.0001,-0.0007,89.644,49.737,120,7304.14,4,30.0475,24.2566,0.0001,-0.0003,-161.643,-48.086,60,7471.89,7,29.8279,0.1952,0.0212,0.0138,177.68,59.259,60,8000,16,24.3832,12.9432,0.2268,0.1714,40.667,-58.551,60,7363.02,10,28.0044,-20.1689,-0,-0,34.675,74.01,60,8000,2,17.0442,26.3318,0.0036,-0.003,71.767,-58.237,60,8000,15,9.6662,11.7707,0.0205,-0.0038,-12.145,58.762,60,6900.55,11,16.8205,-7.4354,0.015,0.0303,156.926,41.074,60,7854.16,13,23.6822,26.1276,0.028,0.0317,33.938,84.258,60,5466.07,9,6.9056,0.5308,0.4007,0.0901,10.134,-89.504,60,7645.53,8,10.8498,-15.4882,-0.1832,-0.0667,-162.737,-90,60,7841.5
455,405,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,22.6585,28.8849,0.2756,0.2686,0,-26.362,6.7421,-0.0961,-0.0688,-141.721,90,180,8000,7,-3.6259,-2.471,0.0275,0.0489,38.302,40,180,8000,4,-1.7837,25.2842,0.0056,0.0076,34.542,-83,120,8000,15,4.5817,-19.7321,0.1458,-0.0474,-16.558,69,180,7993.28,11,15.7095,31.0925,0.1545,0.0179,8.102,-90,60,7943.54,9,3.1232,14.4961,0.0009,-0.0042,178.874,-90,120,8000,2,14.6544,-7.5489,0.0602,0.0954,39.81,76,120,7592.49,17,22.0105,28.3359,0.1749,0.1589,42.481,-80,60,6595.25,8,28.4235,-23.294,0.0207,0.0391,-179.574,-49,180,7604.3,13,29.6405,26.2801,0.1741,0.206,47.704,90,60,6856.15,10,28.9651,-1.1023,0.0038,0.0066,33.518,16,120,8000,0,50.4508,3.78,-0,-0.0003,89.644,48.737,120,7349.14,4,30.3968,24.4876,0.1055,0.0698,-161.643,-48.224,60,7413.45,7,29.8489,0.2095,0.0091,0.0061,179.91,-76.01,60,8000,16,24.9458,13.3616,0.2563,0.1906,40.667,30.656,60,7312.68,10,28.4997,-19.8346,0.2061,0.1391,34.675,62.559,60,7942.89,2,17.1182,26.8114,0.0314,0.2033,71.767,38.23,60,7945.28,15,10.2066,11.6539,0.2124,-0.0459,-12.145,66.012,60,6847.19,11,16.8355,-7.405,0.0055,0.0111,65.65,18.841,60,7895.29,13,23.7106,26.1557,0.0105,0.0104,28.294,83.368,60,5506.46,9,7.7754,0.6602,0.3946,0.0587,10.134,51.409,60,7594.89,8,10.1047,-15.7294,-0.2779,-0.09,-162.737,12.731,60,7781.75
456,406,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,24.6688,29.2412,1.8896,0.3349,0,-26.4581,6.6738,-0.0385,-0.0273,100.965,-90,180,8000,7,-3.4207,-2.2611,0.0884,0.0904,38.302,-38,180,8000,4,-1.7782,25.2922,0.0017,0.0024,55.754,-80,120,8000,15,4.9545,-19.8742,0.1465,-0.0558,-16.558,69,180,7989.92,11,16.1395,31.1479,0.1575,0.0203,8.102,-38,60,7934.67,9,3.124,14.4922,0.0003,-0.0018,72.444,-85,120,8000,2,14.7067,-7.4529,0.0222,0.0407,58.887,-75,120,7637.77,17,22.1762,28.4975,0.0586,0.0571,42.481,-80,60,6637.56,8,28.443,-23.251,0.0073,0.016,74.861,74,180,7644.55,13,29.8301,26.4925,0.0705,0.0789,124.955,75,60,6896.55,10,28.9691,-1.0958,0.0017,0.0027,52.002,85,120,8000,0,50.4507,3.7797,-0,-0.0001,89.644,48.326,120,7394.14,4,30.5026,24.559,0.032,0.0215,67.39,85.186,60,7455.01,7,29.8585,0.215,0.0041,0.0024,179.91,-76.61,60,8000,16,25.5602,13.8387,0.2799,0.2173,40.667,90,60,7262.35,10,28.7184,-19.6911,0.091,0.0597,-38.872,-49.507,60,7985.78,2,17.152,27.0113,0.0143,0.0847,-9.759,31.593,60,7990.56,15,10.4143,11.6153,0.0817,-0.0151,82.509,-89.988,60,6893.83,11,17.0511,-6.8559,0.079,0.2011,65.65,14.612,60,7836.42,13,24.0847,26.5303,0.139,0.1392,28.294,85.036,60,5446.86,9,7.8156,0.6569,0.0183,-0.0015,10.134,-12.321,60,7544.25,8,9.8222,-15.8364,-0.1054,-0.0399,-76.677,68.231,60,7822
457,407,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,26.5978,29.6425,1.8133,0.3772,0,-26.5428,6.8822,-0.0339,0.0834,100.965,-90,180,8000,7,-3.1358,-2.0477,0.1227,0.0919,38.302,-19,180,8000,4,-1.7767,25.2945,0.0004,0.0007,33.05,-59,120,8000,15,5.0972,-19.934,0.0561,-0.0235,15.907,40,180,8000,11,16.5338,31.1996,0.1444,0.019,8.102,-86,120,7935.8,9,3.1243,14.4903,0.0002,-0.0009,161.852,-90,120,8000,2,14.7267,-7.4091,0.0084,0.0186,137.947,-72,120,7683.05,17,22.2385,28.5512,0.022,0.019,-32.382,-85,120,6679.87,8,28.6174,-22.7072,0.065,0.2028,74.861,71,180,7591.38,13,29.9055,26.5714,0.028,0.0293,5.405,-90,180,6936.94,10,29.3151,-0.6566,0.1439,0.1827,52.002,85,120,7944.98,0,50.4203,4.3667,-0.0122,0.2348,89.644,45.326,120,7339.14,4,30.7894,25.1847,0.0866,0.189,67.39,78.936,60,7396.57,7,29.8623,0.2172,0.0016,0.001,179.91,56.39,60,8000,16,25.821,14.0627,0.1188,0.1021,95.384,90,60,7312.01,10,28.8117,-19.6284,0.0388,0.0261,71.866,23.518,60,8000,2,17.1663,27.0957,0.0061,0.0358,-30.322,-79.994,60,8000,15,10.4894,11.5981,0.0295,-0.0068,82.509,78.518,60,6940.47,11,17.1287,-6.6542,0.0284,0.0739,141.774,-89.388,60,7877.54,13,24.7539,26.9144,0.2487,0.1428,28.294,-78.714,60,5387.25,9,7.8334,0.6559,0.0081,-0.0005,-165.441,-14.328,60,7593.61,8,9.7259,-15.8735,-0.0359,-0.0138,9.233,63.136,60,7862.26
458,408,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,28.3782,29.9756,1.6735,0.3131,0,-26.577,6.9657,-0.0137,0.0334,81.909,-90,180,8000,7,-2.622,-1.646,0.2213,0.173,38.302,64,180,7957.52,4,-1.5614,25.4401,0.065,0.044,33.05,-71,180,8000,15,5.3539,-19.8914,0.1009,0.0167,15.907,40,180,8000,11,16.891,31.22,0.1308,0.0075,8.102,-64,120,7936.93,9,3.1245,14.4894,0.0001,-0.0004,130.616,-90,180,8000,2,14.5507,-7.2252,-0.0746,0.078,137.947,89,180,7681.35,17,22.5518,28.3799,0.1108,-0.0605,-32.382,-9,120,6660.25,8,28.7924,-21.9692,0.0653,0.2753,74.861,71,180,7538.2,13,30.472,26.6638,0.2106,0.0343,5.405,-90,180,6877.34,10,29.6042,-0.298,-0.0124,-0.0157,52.002,10,120,7944.95,0,50.3986,4.5988,-0.0087,0.0928,89.644,45.681,120,7384.14,4,30.89,25.3686,0.0304,0.0555,20.401,-89.064,60,7438.14,7,29.8738,0.238,-0.0001,-0,26.054,-18.977,60,8000,16,25.8914,14.5707,0.0321,0.2314,95.384,90,60,7261.67,10,28.8471,-19.604,0.0147,0.0102,-174.819,-12.472,60,8000,2,17.6053,26.88,0.1861,-0.0914,-30.322,-33.577,60,7945.28,15,10.5172,11.5919,0.0109,-0.0024,138.325,-83.607,60,6987.11,11,17.1567,-6.5805,0.0102,0.027,141.774,55.612,60,7918.67,13,24.9944,27.0648,0.0894,0.0559,98.166,88.141,60,5427.65,9,7.3428,0.5368,-0.2226,-0.054,-165.441,85.275,60,7542.97,8,10.236,-15.7655,0.1903,0.0403,9.233,33.886,60,7802.51
